序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
(percent),導電度
RAIN_COND
(μmho/cm)
1,臺北市,2018/05/07,松山,4.8,0.54,453.43,19.1,34,17,33.82,9.83,23.99,2.051,0.205,1.845,1.26,0.94,28.06,-,-,73.49,-
2,臺北市,2018/05/07,古亭,3.2,0.55,-,20.9,34,15,28.35,6.67,21.68,2.077,0.169,1.908,1.42,1.16,28.68,-,-,69.3,-
3,臺北市,2018/05/07,中山,5,0.7,-,10.3,36,17,39.82,11.37,28.46,2.207,0.224,1.983,1.54,1.14,28.96,-,-,73.53,-
4,臺北市,2018/05/07,大同,5.4,1.48,-,-,52,18,76.17,40.6,35.57,2.503,0.481,2.023,-,-,-,-,-,-,-
5,臺北市,2018/05/07,萬華,3.2,0.61,-,16.2,32,17,31.7,7.96,23.74,-,-,-,1.42,1.07,29.33,-,-,70.13,-
6,臺北市,2018/05/07,陽明,1.8,0.18,422.03,28.2,19,13,15.11,1.69,13.43,-,-,-,1.76,-,22.27,0,0,89.91,0
7,臺北市,2018/05/07,士林,3.4,0.49,-,20.3,38,19,22.91,3.31,19.6,-,-,-,1.42,1.05,29.45,-,-,75.27,-
8,臺北市,2018/05/06,松山,5,0.51,450.54,39.2,40,21,22.85,3.17,19.68,2.025,0.155,1.87,1.4,1.05,27.45,-,-,67.13,-
9,臺北市,2018/05/06,古亭,3.2,0.51,-,38.3,41,18,21.06,2.36,18.69,2.089,0.13,1.958,1.49,1.15,27.83,-,-,65.86,-
10,臺北市,2018/05/06,中山,2.7,0.59,-,30.3,44,21,25.64,4.49,21.15,2.134,0.161,1.973,1.63,1.12,28.11,-,-,70.23,-
11,臺北市,2018/05/06,大同,4,1.06,-,-,57,19,50.88,20.57,30.32,2.383,0.288,2.095,-,-,-,-,-,-,-
12,臺北市,2018/05/06,萬華,2.9,0.53,-,30.2,38,18,24.6,3.47,21.14,-,-,-,1.48,1.08,28.23,-,-,67.88,-
13,臺北市,2018/05/06,陽明,2.8,0.23,425.8,41.2,20,15,6.12,1.62,4.45,-,-,-,1.88,-,21.4,0,0,88.64,0
14,臺北市,2018/05/06,士林,3.1,0.35,-,29.4,33,19,14.48,2.18,12.3,-,-,-,1.37,1.22,28.31,-,-,74.19,-
15,臺北市,2018/05/05,松山,2,0.38,429.22,42.4,27,11,15.51,2.17,13.34,1.874,0.085,1.788,1.15,0.86,26.48,-,-,62.45,-
16,臺北市,2018/05/05,古亭,2,0.43,-,50,32,17,17.86,2.26,15.61,2.028,0.106,1.922,1.38,1.21,26.8,-,-,60.98,-
17,臺北市,2018/05/05,中山,1.9,0.6,-,41.7,42,20,29.03,2.89,26.18,2.129,0.163,1.965,1.3,0.98,26.87,-,-,66.89,-
18,臺北市,2018/05/05,大同,2.3,1.07,-,-,54,19,54.6,20.83,33.78,2.343,0.306,2.037,-,-,-,-,-,-,-
19,臺北市,2018/05/05,萬華,2,0.5,-,48.1,42,18,21.98,2.09,19.89,-,-,-,1.28,0.89,27.11,-,-,63.2,-
20,臺北市,2018/05/05,陽明,1,0.27,422.32,55.9,22,17,4.1,0.49,3.52,-,-,-,1.44,-,19.9,0,0,89.93,0
21,臺北市,2018/05/05,士林,2.6,0.36,-,46.5,35,19,13.88,1.83,12.05,-,-,-,1.61,1.39,26.98,-,-,71.07,-
22,臺北市,2018/05/04,松山,2.2,0.31,425.63,46.8,32,11,16.79,3.03,13.76,1.802,0.063,1.738,2.15,1.54,23.97,-,-,58.6,-
23,臺北市,2018/05/04,古亭,1.3,0.26,-,51.1,31,10,12.27,1.53,10.74,1.896,0.05,1.846,3.39,3.09,24.31,-,-,56.75,-
24,臺北市,2018/05/04,中山,0.6,0.41,-,41.7,33,13,21.48,3,18.49,1.978,0.105,1.873,2.99,2.57,24.39,-,-,62.75,-
25,臺北市,2018/05/04,大同,2.5,0.88,-,-,47,11,59.04,26.54,32.49,2.187,0.252,1.935,-,-,-,-,-,-,-
26,臺北市,2018/05/04,萬華,2.3,0.35,-,42.9,32,13,20.52,2.79,17.72,-,-,-,2.76,2.42,24.77,-,-,58.02,-
27,臺北市,2018/05/04,陽明,2.4,0.18,416.71,54,15,8,2.78,0.76,1.99,-,-,-,3.07,-,16.38,0,0,88.16,0
28,臺北市,2018/05/04,士林,2.2,0.22,-,49.7,28,10,7.69,1.75,5.94,-,-,-,3.2,2.84,24.9,-,-,63.62,-
29,臺北市,2018/05/03,松山,2.3,0.41,428.88,53.4,51,25,19.05,1.68,17.36,1.885,0.086,1.799,1.84,1.47,21.92,-,-,74.18,-
30,臺北市,2018/05/03,古亭,2.4,0.49,-,56.1,50,25,18.02,1.62,16.39,1.989,0.081,1.908,3.32,2.85,22.38,-,-,72.47,-
31,臺北市,2018/05/03,中山,2.7,0.55,-,48,56,31,-,-,-,2.096,0.144,1.951,2.68,2.14,22.7,-,-,74.82,-
32,臺北市,2018/05/03,大同,2.8,0.7,-,-,67,27,-,-,-,2.151,0.175,1.977,-,-,-,-,-,-,-
33,臺北市,2018/05/03,萬華,1.2,0.46,-,54.7,47,25,20.16,2.3,17.86,-,-,-,3.1,2.91,22.84,-,-,72.37,-
34,臺北市,2018/05/03,陽明,1.4,0.3,427.85,67.8,19,13,2.12,0.51,1.57,-,-,-,3.21,-,15.05,0.64,4.28,96.76,108.54
35,臺北市,2018/05/03,士林,2.8,0.36,-,57.8,42,25,10.16,1.67,8.49,-,-,-,3.04,2.37,23.05,-,-,73.58,-
36,臺北市,2018/05/02,松山,3.5,0.45,443.98,21.4,43,25,28.66,6.49,22.17,2.018,0.187,1.832,1.45,1.04,28,-,-,70.9,-
37,臺北市,2018/05/02,古亭,3.4,0.46,-,27.2,45,23,23.42,4.37,19.05,2.064,0.145,1.919,1.94,1.49,28.75,-,-,67.64,-
38,臺北市,2018/05/02,中山,3.2,0.63,-,22.1,47,27,31.98,7.59,24.41,2.077,0.192,1.885,1.86,1.37,28.84,-,-,72.16,-
39,臺北市,2018/05/02,大同,3.5,1.26,-,-,57,24,55.02,26.46,28.56,2.391,0.371,2.02,-,-,-,-,-,-,-
40,臺北市,2018/05/02,萬華,3.2,0.52,-,23.6,44,21,23.79,4.75,19.05,-,-,-,1.75,1.31,29.22,-,-,69.02,-
41,臺北市,2018/05/02,陽明,1,0.2,433.55,35.1,20,16,4.22,0.57,3.59,-,-,-,1.72,-,21.48,1,4.53,91.74,33.2
42,臺北市,2018/05/02,士林,3.2,0.43,-,17.4,41,20,19.57,4.01,15.56,-,-,-,1.74,1.54,28.69,-,-,76.62,-
43,臺北市,2018/05/01,松山,6,0.65,461.39,31.4,47,33,33.07,6.43,26.64,2.153,0.214,1.939,1,0.78,27,-,-,72.41,-
44,臺北市,2018/05/01,古亭,4.3,0.53,-,28.2,43,24,25.66,4.29,21.36,2.129,0.155,1.973,1.59,1.19,27.41,-,-,70.23,-
45,臺北市,2018/05/01,中山,3.9,0.68,-,25.1,49,30,29.52,4.68,24.84,2.155,0.187,1.968,1.5,1.2,27.77,-,-,74.18,-
46,臺北市,2018/05/01,大同,4.5,1.43,-,-,62,27,69.06,34.5,34.57,2.504,0.409,2.095,-,-,-,-,-,-,-
47,臺北市,2018/05/01,萬華,3.4,0.63,-,24.8,42,27,28.17,4.08,24.09,-,-,-,1.28,0.93,28,-,-,71.46,-
48,臺北市,2018/05/01,陽明,2.4,0.28,440.08,41.6,25,22,5.5,0.68,4.8,-,-,-,1.17,-,20.73,0,0,90.16,0
49,臺北市,2018/05/01,士林,3.3,0.53,-,20.1,41,23,20.58,2.86,17.72,-,-,-,1.44,1.22,27.75,-,-,78.29,-
50,新北市,2018/05/07,板橋,4.1,0.75,-,18,49,24,36.8,7.27,29.54,2.438,0.344,2.093,1.68,1.29,29.58,0,0,68.15,0
51,新北市,2018/05/07,三重,5,1.37,-,-,55,17,79.96,43.99,35.97,2.462,0.469,1.993,-,-,29.58,-,-,69.31,-
52,新北市,2018/05/07,菜寮,4.5,0.64,-,15.4,41,24,29.45,6.27,23.19,-,-,-,1.74,1.41,29.4,-,-,67.62,-
53,新北市,2018/05/07,永和,3.1,0.85,-,18.5,34,19,35.12,11.39,23.73,2.153,0.275,1.879,1.5,1.08,29.46,-,-,69.13,-
54,新北市,2018/05/07,新莊,4.9,0.73,-,19.5,47,23,39.36,10.26,29.1,-,-,-,1.93,1.42,29.62,-,-,62.88,-
55,新北市,2018/05/07,新店,2.6,0.43,-,22.5,33,20,19.74,3.59,16.15,-,-,-,1.54,1.24,28.58,-,-,71.22,-
56,新北市,2018/05/07,淡水,3.4,0.39,-,12.6,41,16,18.55,3.9,14.66,-,-,-,1.44,-,29.35,-,-,71.13,-
57,新北市,2018/05/07,汐止,13.4,0.49,-,15.7,36,22,31.51,10.41,21.1,-,-,-,1.39,1.07,27.65,-,-,83.25,-
58,新北市,2018/05/07,土城,3.5,0.51,-,23.4,42,23,24.76,4.7,20.06,2.144,0.201,1.943,1.3,0.83,29.33,-,-,68.5,-
59,新北市,2018/05/07,林口,3.6,0.32,-,20.4,46,19,22.31,4.73,17.58,-,-,-,2.5,2.19,27.2,-,-,80.18,-
60,新北市,2018/05/07,富貴角,1.1,0.19,-,22.7,28,18,7.22,0.85,6.44,1.879,0.032,1.849,3.09,2.65,26.75,-,-,82.83,-
61,新北市,2018/05/07,萬里,4,0.28,-,25.2,38,19,11.89,2.19,9.68,-,-,-,2.09,1.84,26.3,0,0,79.92,0
62,新北市,2018/05/06,板橋,3.8,0.6,-,29,47,24,24.7,2.5,22.2,2.282,0.236,2.046,1.64,1.15,28.41,0,0,66.32,0
63,新北市,2018/05/06,三重,4.1,1.03,-,-,54,18,67.16,36.79,30.37,2.268,0.312,1.956,-,-,28.28,-,-,68.59,-
64,新北市,2018/05/06,菜寮,2.3,0.48,-,21.5,37,21,18.23,2.12,16.11,-,-,-,1.7,1.3,28.07,-,-,67.21,-
65,新北市,2018/05/06,永和,3.2,0.75,-,31.8,36,21,29.63,6.74,22.89,2.174,0.227,1.947,1.34,1.08,28.51,-,-,66.58,-
66,新北市,2018/05/06,新莊,3.5,0.51,-,32.9,40,20,20.6,4.13,16.47,-,-,-,1.68,1.34,28.39,-,-,61.26,-
67,新北市,2018/05/06,新店,3,0.43,-,43.2,35,24,15.86,1.89,13.96,-,-,-,1.63,1.21,27.74,-,-,68.78,-
68,新北市,2018/05/06,淡水,3.3,0.36,-,22.3,35,15,12.72,1.84,10.87,-,-,-,1.4,-,28.18,-,-,70.63,-
69,新北市,2018/05/06,汐止,6.6,0.49,-,37.5,37,27,24.16,4.92,19.24,-,-,-,1.34,1.01,27.04,-,-,75.63,-
70,新北市,2018/05/06,土城,4.2,0.57,-,33.6,46,24,22.01,4.05,17.97,2.181,0.197,1.984,1.16,0.72,28.11,-,-,68.79,-
71,新北市,2018/05/06,林口,3.6,0.35,-,35,46,22,15.57,2.19,13.38,-,-,-,2.07,1.95,25.85,-,-,80.7,-
72,新北市,2018/05/06,富貴角,1.7,0.23,-,40.8,34,20,5.06,0.45,4.75,1.92,0.036,1.884,1.56,1.46,26.17,-,-,78.64,-
73,新北市,2018/05/06,萬里,3.8,0.31,-,45,42,22,7.56,1.34,6.22,-,-,-,2.7,2.47,25.42,0,0,74.2,0
74,新北市,2018/05/05,板橋,2.8,0.54,-,42.7,41,20,21.59,2.23,19.35,2.154,0.19,1.964,1.58,1.21,26.94,4.25,4.26,62.64,14.65
75,新北市,2018/05/05,三重,2.8,1.17,-,-,56,20,85.57,42.33,43.24,2.37,0.352,2.018,-,-,27.18,-,-,64.33,-
76,新北市,2018/05/05,菜寮,2.5,0.5,-,34.2,37,20,18.96,2.02,16.94,-,-,-,1.53,1.13,26.8,-,-,63.09,-
77,新北市,2018/05/05,永和,1.2,0.81,-,40.5,35,17,33.51,7.83,25.68,2.161,0.253,1.908,1.38,1.03,27.47,-,-,62.57,-
78,新北市,2018/05/05,新莊,3.2,0.47,-,50.1,41,21,20.37,2.69,17.69,-,-,-,1.8,1.72,26.84,-,-,58.59,-
79,新北市,2018/05/05,新店,1.5,0.38,-,49.1,27,15,13.42,2.25,11.17,-,-,-,1.82,1.48,26.67,-,-,65.05,-
80,新北市,2018/05/05,淡水,2.6,0.36,-,38,42,17,11.81,0.67,11.14,-,-,-,1.67,-,26.35,-,-,69.67,-
81,新北市,2018/05/05,汐止,2.1,0.37,-,34.4,24,16,20.33,4.02,16.31,-,-,-,1.11,0.8,26.39,-,-,71.25,-
82,新北市,2018/05/05,土城,2.1,0.54,-,39.4,42,23,24.59,3.69,20.89,2.132,0.177,1.955,1.17,0.8,26.48,-,-,67.51,-
83,新北市,2018/05/05,林口,3.8,0.36,-,49.4,53,25,18.94,3.02,15.92,-,-,-,1.97,1.82,23.93,-,-,80.86,-
84,新北市,2018/05/05,富貴角,0.8,0.2,-,44,28,17,3.93,0.35,3.67,1.92,0.026,1.894,0.98,1.08,24.4,-,-,77.1,-
85,新北市,2018/05/05,萬里,3,0.24,-,42.6,29,13,7.79,1.5,6.29,-,-,-,2.93,2.8,24.83,0,0,68.19,0
86,新北市,2018/05/04,板橋,2.3,0.42,-,42.5,31,11,17.86,1.99,15.87,2.108,0.157,1.951,2.7,2.25,24.6,0,0,57.28,0
87,新北市,2018/05/04,三重,3.4,1.01,-,-,52,10,76.49,41.23,35.26,2.225,0.294,1.931,-,-,25.13,-,-,57.94,-
88,新北市,2018/05/04,菜寮,1.3,0.34,-,37.9,28,11,13.03,1.79,11.24,-,-,-,3.66,3.38,24.7,-,-,56.41,-
89,新北市,2018/05/04,永和,0.9,0.35,-,49.8,25,8,13.98,2.44,11.54,1.884,0.095,1.789,3.07,2.83,24.91,-,-,59.54,-
90,新北市,2018/05/04,新莊,1.9,0.32,-,51.9,29,10,13.41,2.27,11.14,-,-,-,4.87,4.16,24.72,-,-,52.8,-
91,新北市,2018/05/04,新店,1.6,0.26,-,52.1,29,11,8.07,1.31,6.76,-,-,-,3.6,3.11,24.23,-,-,62.03,-
92,新北市,2018/05/04,淡水,2.8,0.21,-,39.7,37,12,6.85,1.07,5.78,-,-,-,2.96,-,24.35,-,-,60.33,-
93,新北市,2018/05/04,汐止,1.4,0.25,-,51.7,28,15,11.98,1.58,10.41,-,-,-,2.27,2,24.23,-,-,64.83,-
94,新北市,2018/05/04,土城,1.1,0.32,-,48.7,29,11,9.85,1.14,8.71,1.976,0.073,1.903,2.04,1.1,24.85,-,-,58.07,-
95,新北市,2018/05/04,林口,1.8,0.24,-,52.4,37,15,13.66,2.51,11.15,-,-,-,4.58,3.86,21.78,-,-,70.28,-
96,新北市,2018/05/04,富貴角,1.1,0.15,-,57,29,15,2.48,0.11,2.47,1.868,0.001,1.87,9.47,9.49,22.96,-,-,65.21,-
97,新北市,2018/05/04,萬里,4.3,0.19,-,51.9,28,11,6.99,1.11,5.87,-,-,-,3.54,2.95,22.78,0,0,62.86,0
98,新北市,2018/05/03,板橋,3.2,0.51,-,52.3,58,30,19.2,1.89,17.31,2.158,0.149,2.009,3.15,2.73,22.66,0.5,5.81,71.14,145.2
99,新北市,2018/05/03,三重,2.3,1.16,-,-,69,24,75.7,36.73,38.97,2.276,0.307,1.969,-,-,23.3,-,-,69.35,-
100,新北市,2018/05/03,菜寮,2.6,0.41,-,44.5,42,26,11.25,0.42,10.78,-,-,-,3.63,3.39,22.83,-,-,68.76,-
101,新北市,2018/05/03,永和,1.5,0.54,-,56.1,50,27,18.8,2.21,16.59,1.972,0.111,1.861,3.02,2.77,22.95,-,-,73.19,-
102,新北市,2018/05/03,新莊,2.6,0.49,-,60.4,50,25,15.87,2.26,13.61,-,-,-,4.58,4.04,22.69,-,-,66.56,-
103,新北市,2018/05/03,新店,2.4,0.43,-,56.3,51,27,13.64,1.42,12.22,-,-,-,2.2,1.57,22.46,-,-,75.5,-
104,新北市,2018/05/03,淡水,2.2,0.42,-,46.8,49,24,8.58,1.38,7.2,-,-,-,1.81,-,22.36,-,-,71.96,-
105,新北市,2018/05/03,汐止,-,0.4,-,59.8,49,32,14.97,1.89,13.08,-,-,-,3.08,2.83,21.69,-,-,83.67,-
106,新北市,2018/05/03,土城,2.6,0.45,-,57.3,56,31,12.65,1.25,11.4,2.056,0.097,1.958,1.79,0.65,22.84,-,-,73.57,-
107,新北市,2018/05/03,林口,1.8,0.37,-,58.5,53,28,16.9,2.59,14.31,-,-,-,3.37,2.75,20.33,-,-,83.13,-
108,新北市,2018/05/03,富貴角,0.5,0.27,-,68.7,57,30,1.98,0.14,1.98,1.938,0.017,1.921,7.95,7.94,21.3,-,-,79.35,-
109,新北市,2018/05/03,萬里,2.5,0.31,-,69.1,78,27,4.93,0.81,4.11,-,-,-,4.75,4.62,21.78,0.5,3.89,76.83,129.9
110,新北市,2018/05/02,板橋,5,0.54,-,21.4,52,27,27.22,6.5,20.72,2.327,0.287,2.04,2.28,1.94,29.18,0,0,67.6,0
111,新北市,2018/05/02,三重,3.7,1.2,-,-,59,22,75.47,47.39,28.08,2.344,0.402,1.942,-,-,29.18,-,-,69.69,-
112,新北市,2018/05/02,菜寮,3.8,0.46,-,15.2,43,26,19.21,3.42,15.79,-,-,-,2.19,1.65,28.85,-,-,68.65,-
113,新北市,2018/05/02,永和,3.8,0.85,-,21.2,44,24,38.83,13.32,25.51,2.127,0.258,1.869,1.82,1.47,29.55,-,-,67.06,-
114,新北市,2018/05/02,新莊,4.2,0.55,-,21.8,45,23,28.85,9.56,19.29,-,-,-,2.32,2.12,28.98,-,-,63.4,-
115,新北市,2018/05/02,新店,4.9,0.41,-,28.8,43,28,20.33,3.47,16.86,-,-,-,2.05,1.47,28.78,-,-,68.16,-
116,新北市,2018/05/02,淡水,2.8,0.38,-,12.8,46,20,15.9,3.18,12.72,-,-,-,1.61,-,27.59,-,-,77.5,-
117,新北市,2018/05/02,汐止,4.7,0.45,-,27.1,39,27,25.79,7.85,17.94,-,-,-,1.68,1.33,27.87,-,-,78.27,-
118,新北市,2018/05/02,土城,4.8,0.47,-,24,47,26,25.45,6.23,19.22,2.138,0.192,1.946,1.66,1.02,29,-,-,67.83,-
119,新北市,2018/05/02,林口,4.3,0.26,-,22.3,46,22,15.18,3.16,12.02,-,-,-,2.8,2.37,26.12,-,-,82.82,-
120,新北市,2018/05/02,富貴角,1,0.2,-,23.7,27,17,6.17,0.7,5.54,1.903,0.035,1.868,4.16,3.9,26.07,-,-,83.13,-
121,新北市,2018/05/02,萬里,4.2,0.31,-,37.2,40,23,9.78,1.9,7.88,-,-,-,2.93,2.61,26.48,1.83,4.15,75.55,83.63
122,新北市,2018/05/01,板橋,6,0.79,-,20.9,65,38,33.9,5.95,27.95,2.56,0.343,2.218,1.55,1.13,27.92,0,0,70.93,0
123,新北市,2018/05/01,三重,3.9,1.11,-,-,64,26,70.96,37.46,33.5,2.39,0.341,2.049,-,-,27.9,-,-,72.25,-
124,新北市,2018/05/01,菜寮,3.6,0.62,-,17.6,47,30,24.52,4.93,19.59,-,-,-,1.37,1.01,27.7,-,-,70.99,-
125,新北市,2018/05/01,永和,4.7,0.94,-,22.5,46,29,40.14,11.72,28.42,2.237,0.296,1.941,1.38,0.99,28.27,-,-,69.66,-
126,新北市,2018/05/01,新莊,5.9,0.78,-,21.5,53,32,34.94,9.83,25.1,-,-,-,1.62,1.23,27.85,-,-,66.92,-
127,新北市,2018/05/01,新店,3.4,0.51,-,34.9,45,29,19.38,2.61,16.78,-,-,-,1.4,1.13,27.35,-,-,71.12,-
128,新北市,2018/05/01,淡水,3.5,0.48,-,16.6,47,24,18.21,3.5,14.71,-,-,-,1.15,-,26.78,-,-,79.43,-
129,新北市,2018/05/01,汐止,7.6,0.65,-,34,49,38,36.1,11.71,24.39,-,-,-,1.32,1.02,26.94,-,-,80.19,-
130,新北市,2018/05/01,土城,4.9,0.63,-,24.7,59,37,29.3,6.75,22.55,2.238,0.233,2.006,1.23,0.79,27.53,-,-,73.13,-
131,新北市,2018/05/01,林口,5,0.55,-,21.9,59,33,27.85,6.13,21.72,-,-,-,1.65,1.48,25.31,-,-,85.26,-
132,新北市,2018/05/01,富貴角,2.1,0.32,-,38.3,37,29,7.96,0.66,7.41,2.018,0.063,1.955,1.5,1.43,25.38,-,-,84.2,-
133,新北市,2018/05/01,萬里,5,0.39,-,48.4,46,31,10.05,1.6,8.45,-,-,-,2.31,2.09,25.26,0,0,77.75,0
